Time,P0, R0, Y0,P1, R1, Y1,P2, R2, Y2,P3, R3, Y3,P4, R4, Y4,P5, R5, Y5,P6, R6, Y6,P7, R7, Y7,
16-41-58.333,0.00,0.00,0.00,3.94,97.41,0.70,-1.34,1.27,0.00,6.02,-103.82,-1.20,1.63,-1.08,0.00,-19.52,100.08,-0.80,-8.99,-87.69,1.60,81.34,-146.48,10.50,
16-41-58.345,0.00,0.00,0.00,3.94,97.41,0.70,-1.34,1.27,0.00,6.01,-103.82,-1.20,1.63,-1.08,0.00,-19.52,100.08,-0.80,-8.99,-87.69,1.60,81.33,-146.49,10.40,
16-41-58.353,0.00,0.00,0.00,3.94,97.41,0.70,-1.34,1.27,0.00,6.01,-103.82,-1.20,1.63,-1.08,0.00,-19.52,100.08,-0.80,-8.99,-87.69,1.60,81.33,-146.49,10.40,
16-41-58.365,0.00,0.00,0.00,3.94,97.41,0.70,-1.34,1.27,0.00,6.01,-103.82,-1.20,1.61,-1.08,0.00,-19.52,100.08,-0.80,-8.98,-87.70,1.60,81.33,-146.49,10.40,
16-41-58.375,0.00,0.00,0.00,3.94,97.41,0.70,-1.34,1.27,0.00,6.01,-103.82,-1.20,1.61,-1.08,0.00,-19.52,100.09,-0.80,-8.98,-87.70,1.60,81.33,-146.49,10.40,
16-41-58.384,0.00,0.00,0.00,3.94,97.41,0.70,-1.34,1.27,0.00,6.01,-103.81,-1.20,1.61,-1.08,0.00,-19.52,100.09,-0.80,-8.98,-87.70,1.60,81.32,-146.45,10.50,
16-41-58.394,0.00,0.00,0.00,3.94,97.41,0.70,-1.34,1.27,0.00,6.01,-103.81,-1.20,1.61,-1.08,0.00,-19.52,100.09,-0.80,-8.98,-87.70,1.60,81.32,-146.45,10.50,
16-41-58.404,0.00,0.00,0.00,3.94,97.41,0.70,-1.34,1.27,0.00,6.01,-103.81,-1.20,1.61,-1.09,0.00,-19.52,100.09,-0.80,-8.98,-87.70,1.60,81.32,-146.45,10.50,
16-41-58.413,0.00,0.00,0.00,3.94,97.41,0.70,-1.34,1.27,0.00,6.01,-103.81,-1.20,1.61,-1.09,0.00,-19.53,100.09,-0.80,-8.98,-87.72,1.60,81.32,-146.45,10.50,
16-41-58.424,0.00,0.00,0.00,3.94,97.39,0.70,-1.33,1.27,0.00,6.01,-103.81,-1.20,1.61,-1.09,0.00,-19.53,100.09,-0.80,-8.98,-87.72,1.60,81.31,-146.47,10.50,
16-41-58.433,0.00,0.00,0.00,3.94,97.39,0.70,-1.33,1.27,0.00,6.01,-103.81,-1.20,1.61,-1.09,0.00,-19.53,100.09,-0.80,-8.98,-87.72,1.60,81.31,-146.47,10.50,
16-41-58.445,0.00,0.00,0.00,3.94,97.39,0.70,-1.33,1.27,0.00,6.01,-103.81,-1.20,1.60,-1.09,0.00,-19.53,100.09,-0.80,-8.98,-87.75,1.60,81.31,-146.47,10.50,
16-41-58.455,0.00,0.00,0.00,3.94,97.39,0.70,-1.33,1.27,0.00,6.01,-103.81,-1.20,1.60,-1.09,0.00,-19.54,100.11,-0.80,-8.98,-87.75,1.60,81.31,-146.47,10.50,
16-41-58.464,0.00,0.00,0.00,3.94,97.39,0.70,-1.34,1.27,0.00,5.99,-103.81,-1.20,1.60,-1.09,0.00,-19.54,100.11,-0.80,-8.98,-87.75,1.60,81.29,-146.49,10.50,
16-41-58.473,0.00,0.00,0.00,3.94,97.39,0.70,-1.34,1.27,0.00,5.99,-103.81,-1.20,1.60,-1.09,0.00,-19.54,100.11,-0.80,-8.98,-87.75,1.60,81.29,-146.49,10.50,
16-41-58.485,0.00,0.00,0.00,3.94,97.39,0.70,-1.34,1.27,0.00,5.99,-103.81,-1.20,1.59,-1.09,0.00,-19.54,100.11,-0.80,-8.97,-87.77,1.60,81.29,-146.49,10.50,
16-41-58.495,0.00,0.00,0.00,3.94,97.39,0.70,-1.34,1.27,0.00,5.99,-103.81,-1.20,1.59,-1.09,0.00,-19.55,100.12,-0.90,-8.97,-87.77,1.60,81.29,-146.49,10.50,
16-41-58.505,0.00,0.00,0.00,3.95,97.38,0.70,-1.33,1.27,0.00,5.99,-103.80,-1.20,1.59,-1.09,0.00,-19.55,100.12,-0.90,-8.97,-87.77,1.60,81.30,-146.48,10.50,
16-41-58.514,0.00,0.00,0.00,3.95,97.38,0.70,-1.33,1.27,0.00,5.99,-103.80,-1.20,1.59,-1.09,0.00,-19.55,100.12,-0.90,-8.97,-87.77,1.60,81.30,-146.48,10.50,
16-41-58.524,0.00,0.00,0.00,3.95,97.38,0.70,-1.33,1.27,0.00,5.99,-103.80,-1.20,1.59,-1.09,0.00,-19.55,100.12,-0.90,-8.97,-87.78,1.60,81.30,-146.48,10.50,
16-41-58.534,0.00,0.00,0.00,3.95,97.38,0.70,-1.33,1.27,0.00,5.99,-103.80,-1.20,1.59,-1.09,0.00,-19.55,100.14,-0.90,-8.97,-87.78,1.60,81.30,-146.48,10.50,
16-41-58.544,0.00,0.00,0.00,3.96,97.37,0.70,-1.33,1.27,0.00,5.97,-103.80,-1.20,1.59,-1.09,0.00,-19.55,100.14,-0.90,-8.97,-87.78,1.60,81.29,-146.51,10.40,
16-41-58.554,0.00,0.00,0.00,3.96,97.37,0.70,-1.33,1.27,0.00,5.97,-103.80,-1.20,1.59,-1.09,0.00,-19.55,100.14,-0.90,-8.97,-87.78,1.60,81.29,-146.51,10.40,
16-41-58.564,0.00,0.00,0.00,3.96,97.37,0.70,-1.33,1.27,0.00,5.97,-103.80,-1.20,1.60,-1.08,0.00,-19.55,100.14,-0.90,-8.95,-87.80,1.60,81.29,-146.51,10.40,
16-41-58.574,0.00,0.00,0.00,3.96,97.37,0.70,-1.33,1.27,0.00,5.97,-103.80,-1.20,1.60,-1.08,0.00,-19.57,100.15,-0.90,-8.95,-87.80,1.60,81.29,-146.51,10.40,
16-41-58.584,0.00,0.00,0.00,3.97,97.36,0.70,-1.33,1.27,0.00,5.95,-103.80,-1.20,1.60,-1.08,0.00,-19.58,100.15,-0.90,-8.95,-87.80,1.60,81.28,-146.48,10.50,
16-41-58.593,0.00,0.00,0.00,3.97,97.36,0.70,-1.33,1.27,0.00,5.95,-103.80,-1.20,1.60,-1.08,0.00,-19.59,100.15,-0.90,-8.95,-87.80,1.60,81.28,-146.48,10.50,
16-41-58.604,0.00,0.00,0.00,3.97,97.36,0.70,-1.33,1.27,0.00,5.95,-103.80,-1.20,1.60,-1.08,0.00,-19.60,100.15,-0.90,-8.95,-87.82,1.60,81.28,-146.48,10.50,
16-41-58.614,0.00,0.00,0.00,3.97,97.36,0.70,-1.33,1.27,0.00,5.95,-103.80,-1.20,1.59,-1.08,0.00,-19.61,100.16,-0.90,-8.95,-87.82,1.60,81.28,-146.48,10.50,
16-41-58.623,0.00,0.00,0.00,3.97,97.35,0.70,-1.32,1.27,0.00,5.93,-103.79,-1.20,1.59,-1.08,0.00,-19.62,100.16,-0.90,-8.95,-87.82,1.60,81.28,-146.48,10.50,
16-41-58.635,0.00,0.00,0.00,3.97,97.35,0.70,-1.32,1.27,0.00,5.93,-103.79,-1.20,1.59,-1.08,0.00,-19.62,100.17,-0.90,-8.95,-87.82,1.60,81.28,-146.48,10.50,
16-41-58.644,0.00,0.00,0.00,3.97,97.35,0.70,-1.32,1.27,0.00,5.93,-103.79,-1.20,1.59,-1.08,0.00,-19.62,100.17,-0.90,-8.93,-87.84,1.60,81.28,-146.48,10.50,
16-41-58.653,0.00,0.00,0.00,3.97,97.35,0.70,-1.32,1.27,0.00,5.93,-103.79,-1.20,1.59,-1.08,0.00,-19.62,100.17,-0.90,-8.93,-87.84,1.60,81.28,-146.48,10.50,
16-41-58.665,0.00,0.00,0.00,3.99,97.35,0.70,-1.32,1.27,0.00,5.93,-103.80,-1.20,1.59,-1.08,0.00,-19.63,100.18,-0.90,-8.93,-87.84,1.60,81.28,-146.50,10.40,
16-41-58.675,0.00,0.00,0.00,3.99,97.35,0.70,-1.32,1.27,0.00,5.93,-103.80,-1.20,1.59,-1.08,0.00,-19.62,100.18,-0.90,-8.93,-87.84,1.60,81.28,-146.50,10.40,
16-41-58.685,0.00,0.00,0.00,3.99,97.35,0.70,-1.32,1.27,0.00,5.93,-103.80,-1.20,1.59,-1.08,0.00,-19.63,100.19,-0.90,-8.92,-87.86,1.60,81.28,-146.50,10.40,
16-41-58.695,0.00,0.00,0.00,3.99,97.35,0.70,-1.32,1.27,0.00,5.93,-103.80,-1.20,1.59,-1.08,0.00,-19.63,100.19,-1.00,-8.92,-87.86,1.60,81.28,-146.50,10.40,
16-41-58.704,0.00,0.00,0.00,4.00,97.34,0.70,-1.32,1.27,0.00,5.90,-103.80,-1.20,1.59,-1.08,0.00,-19.64,100.20,-1.00,-8.92,-87.86,1.60,81.29,-146.50,10.40,
16-41-58.713,0.00,0.00,0.00,4.00,97.34,0.70,-1.32,1.27,0.00,5.90,-103.80,-1.30,1.59,-1.08,0.00,-19.63,100.20,-1.00,-8.92,-87.86,1.60,81.29,-146.50,10.40,
16-41-58.723,0.00,0.00,0.00,4.00,97.34,0.70,-1.32,1.27,0.00,5.90,-103.80,-1.30,1.59,-1.09,0.00,-19.63,100.20,-1.00,-8.90,-87.88,1.60,81.29,-146.50,10.40,
16-41-58.733,0.00,0.00,0.00,4.00,97.34,0.70,-1.32,1.27,0.00,5.90,-103.80,-1.30,1.59,-1.09,0.00,-19.65,100.20,-1.00,-8.90,-87.88,1.60,81.29,-146.50,10.40,
16-41-58.743,0.00,0.00,0.00,4.01,97.33,0.70,-1.32,1.27,0.00,5.90,-103.80,-1.30,1.59,-1.09,0.00,-19.65,100.20,-1.00,-8.90,-87.88,1.60,81.29,-146.47,10.50,
16-41-58.753,0.00,0.00,0.00,4.01,97.33,0.70,-1.32,1.27,0.00,5.90,-103.80,-1.30,1.59,-1.09,0.00,-19.65,100.20,-1.00,-8.90,-87.88,1.60,81.29,-146.47,10.50,
16-41-58.764,0.00,0.00,0.00,4.01,97.33,0.70,-1.32,1.27,0.00,5.90,-103.80,-1.30,1.59,-1.09,0.00,-19.65,100.20,-1.00,-8.88,-87.89,1.60,81.29,-146.47,10.50,
16-41-58.773,0.00,0.00,0.00,4.01,97.33,0.70,-1.32,1.27,0.00,5.90,-103.80,-1.30,1.59,-1.09,0.00,-19.66,100.22,-1.00,-8.88,-87.89,1.60,81.29,-146.47,10.50,
16-41-58.784,0.00,0.00,0.00,4.02,97.32,0.60,-1.32,1.27,0.00,5.89,-103.81,-1.30,1.59,-1.09,0.00,-19.66,100.22,-1.00,-8.88,-87.89,1.60,81.30,-146.50,10.40,
16-41-58.792,0.00,0.00,0.00,4.02,97.32,0.60,-1.32,1.27,0.00,5.89,-103.81,-1.30,1.59,-1.09,0.00,-19.66,100.22,-1.00,-8.88,-87.89,1.60,81.30,-146.50,10.40,
16-41-58.802,0.00,0.00,0.00,4.02,97.32,0.60,-1.32,1.27,0.00,5.89,-103.81,-1.30,1.59,-1.09,0.00,-19.66,100.22,-1.00,-8.86,-87.90,1.60,81.30,-146.50,10.40,
16-41-58.813,0.00,0.00,0.00,4.02,97.32,0.60,-1.32,1.27,0.00,5.89,-103.81,-1.30,1.59,-1.09,0.00,-19.67,100.22,-1.00,-8.86,-87.90,1.60,81.30,-146.50,10.40,
16-41-58.825,0.00,0.00,0.00,4.02,97.32,0.60,-1.31,1.27,0.00,5.89,-103.81,-1.30,1.59,-1.09,0.00,-19.67,100.22,-1.00,-8.86,-87.90,1.60,81.32,-146.52,10.40,
16-41-58.834,0.00,0.00,0.00,4.02,97.32,0.60,-1.31,1.27,0.00,5.89,-103.81,-1.30,1.59,-1.09,0.00,-19.67,100.22,-1.00,-8.86,-87.90,1.60,81.32,-146.52,10.40,
16-41-58.841,0.00,0.00,0.00,4.02,97.32,0.60,-1.31,1.27,0.00,5.89,-103.81,-1.30,1.58,-1.08,0.00,-19.67,100.22,-1.00,-8.87,-87.91,1.60,81.32,-146.52,10.40,
16-41-58.854,0.00,0.00,0.00,4.02,97.32,0.60,-1.31,1.27,0.00,5.89,-103.81,-1.30,1.58,-1.08,0.00,-19.68,100.24,-1.00,-8.87,-87.91,1.60,81.32,-146.52,10.40,
16-41-58.863,0.00,0.00,0.00,4.02,97.31,0.60,-1.31,1.27,0.00,5.87,-103.81,-1.30,1.58,-1.08,0.00,-19.68,100.24,-1.00,-8.87,-87.91,1.60,81.34,-146.47,10.50,
16-41-58.874,0.00,0.00,0.00,4.02,97.31,0.60,-1.31,1.27,0.00,5.87,-103.81,-1.30,1.58,-1.08,0.00,-19.68,100.24,-1.00,-8.87,-87.91,1.60,81.34,-146.47,10.50,
16-41-58.884,0.00,0.00,0.00,4.02,97.31,0.60,-1.31,1.27,0.00,5.87,-103.81,-1.30,1.58,-1.08,0.00,-19.68,100.24,-1.00,-8.86,-87.93,1.60,81.34,-146.46,10.50,
16-41-58.894,0.00,0.00,0.00,4.02,97.31,0.60,-1.31,1.27,0.00,5.87,-103.81,-1.30,1.58,-1.08,0.00,-19.69,100.25,-1.00,-8.86,-87.93,1.60,81.34,-146.46,10.50,
16-41-58.904,0.00,0.00,0.00,4.02,97.29,0.60,-1.31,1.28,0.00,5.87,-103.80,-1.30,1.58,-1.08,0.00,-19.69,100.25,-1.00,-8.86,-87.93,1.60,81.34,-146.46,10.50,
16-41-58.914,0.00,0.00,0.00,4.02,97.29,0.60,-1.31,1.28,0.00,5.87,-103.80,-1.30,1.58,-1.08,0.00,-19.69,100.25,-1.00,-8.86,-87.93,1.60,81.35,-146.48,10.50,
16-41-58.924,0.00,0.00,0.00,4.02,97.29,0.60,-1.31,1.28,0.00,5.87,-103.80,-1.30,1.58,-1.08,0.00,-19.69,100.25,-1.00,-8.83,-87.96,1.60,81.35,-146.48,10.50,
16-41-58.934,0.00,0.00,0.00,4.02,97.29,0.60,-1.31,1.28,0.00,5.87,-103.80,-1.30,1.58,-1.08,0.00,-19.72,100.26,-1.00,-8.83,-87.96,1.60,81.36,-146.44,10.50,
16-41-58.944,0.00,0.00,0.00,4.03,97.28,0.60,-1.31,1.27,0.00,5.87,-103.81,-1.30,1.58,-1.08,0.00,-19.71,100.26,-1.00,-8.83,-87.96,1.60,81.38,-146.41,10.50,
16-41-58.954,0.00,0.00,0.00,4.03,97.28,0.60,-1.31,1.27,0.00,5.87,-103.81,-1.30,1.58,-1.08,0.00,-19.71,100.26,-1.00,-8.83,-87.96,1.60,81.38,-146.41,10.50,
16-41-58.964,0.00,0.00,0.00,4.03,97.28,0.60,-1.31,1.27,0.00,5.87,-103.81,-1.30,1.58,-1.07,0.00,-19.73,100.27,-1.00,-8.82,-87.96,1.60,81.38,-146.41,10.50,
16-41-58.974,0.00,0.00,0.00,4.03,97.28,0.60,-1.31,1.27,0.00,5.87,-103.81,-1.30,1.58,-1.07,0.00,-19.73,100.27,-1.00,-8.82,-87.96,1.60,81.38,-146.41,10.50,
16-41-58.984,0.00,0.00,0.00,4.04,97.28,0.60,-1.31,1.27,0.00,5.86,-103.81,-1.30,1.58,-1.07,0.00,-19.73,100.28,-1.00,-8.82,-87.96,1.60,81.39,-146.47,10.40,
16-41-58.994,0.00,0.00,0.00,4.04,97.28,0.60,-1.31,1.27,0.00,5.86,-103.81,-1.30,1.58,-1.07,0.00,-19.73,100.28,-1.00,-8.82,-87.96,1.60,81.39,-146.47,10.40,
16-41-59.003,0.00,0.00,0.00,4.04,97.28,0.60,-1.31,1.27,0.00,5.86,-103.81,-1.30,1.57,-1.08,0.00,-19.73,100.28,-1.10,-8.82,-87.96,1.60,81.39,-146.46,10.40,
16-41-59.015,0.00,0.00,0.00,4.04,97.28,0.60,-1.31,1.27,0.00,5.86,-103.81,-1.30,1.57,-1.08,0.00,-19.75,100.29,-1.10,-8.82,-87.97,1.60,81.39,-146.45,10.40,
16-41-59.025,0.00,0.00,0.00,4.04,97.28,0.60,-1.31,1.27,0.00,5.86,-103.81,-1.30,1.57,-1.08,0.00,-19.75,100.29,-1.10,-8.82,-87.97,1.60,81.40,-146.45,10.50,
16-41-59.035,0.00,0.00,0.00,4.04,97.28,0.60,-1.31,1.27,0.00,5.86,-103.81,-1.30,1.57,-1.08,0.00,-19.75,100.30,-1.10,-8.82,-87.97,1.60,81.40,-146.45,10.50,
16-41-59.045,0.00,0.00,0.00,4.04,97.28,0.60,-1.31,1.27,0.00,5.86,-103.81,-1.30,1.57,-1.08,0.00,-19.75,100.30,-1.10,-8.80,-87.98,1.60,81.40,-146.45,10.50,
16-41-59.055,0.00,0.00,0.00,4.04,97.28,0.60,-1.31,1.27,0.00,5.86,-103.81,-1.30,1.57,-1.08,0.00,-19.76,100.30,-1.10,-8.80,-87.98,1.60,81.40,-146.45,10.50,
16-41-59.064,0.00,0.00,0.00,4.04,97.26,0.60,-1.31,1.27,0.00,5.85,-103.81,-1.30,1.57,-1.08,0.00,-19.76,100.30,-1.10,-8.80,-87.98,1.60,81.42,-146.40,10.50,
16-41-59.073,0.00,0.00,0.00,4.04,97.26,0.60,-1.31,1.27,0.00,5.85,-103.81,-1.30,1.57,-1.08,0.00,-19.76,100.30,-1.10,-8.80,-87.98,1.60,81.42,-146.40,10.50,
16-41-59.084,0.00,0.00,0.00,4.04,97.26,0.60,-1.31,1.27,0.00,5.85,-103.81,-1.30,1.58,-1.08,0.00,-19.76,100.30,-1.10,-8.79,-88.02,1.60,81.42,-146.40,10.50,
16-41-59.094,0.00,0.00,0.00,4.04,97.26,0.60,-1.31,1.27,0.00,5.85,-103.81,-1.30,1.58,-1.08,0.00,-19.77,100.30,-1.10,-8.79,-88.02,1.60,81.42,-146.40,10.50,
16-41-59.104,0.00,0.00,0.00,4.05,97.24,0.60,-1.30,1.27,0.00,5.83,-103.81,-1.30,1.58,-1.08,0.00,-19.77,100.30,-1.10,-8.79,-88.02,1.60,81.46,-146.35,10.50,
16-41-59.114,0.00,0.00,0.00,4.05,97.24,0.60,-1.30,1.27,0.00,5.83,-103.81,-1.30,1.58,-1.08,0.00,-19.77,100.30,-1.10,-8.79,-88.02,1.60,81.46,-146.35,10.50,
16-41-59.124,0.00,0.00,0.00,4.05,97.24,0.60,-1.30,1.27,0.00,5.83,-103.81,-1.30,1.57,-1.08,0.00,-19.77,100.30,-1.10,-8.78,-88.06,1.60,81.46,-146.36,10.50,
16-41-59.134,0.00,0.00,0.00,4.05,97.24,0.60,-1.30,1.27,0.00,5.83,-103.81,-1.30,1.57,-1.08,0.00,-19.79,100.32,-1.10,-8.78,-88.06,1.60,81.46,-146.37,10.50,
16-41-59.144,0.00,0.00,0.00,4.06,97.22,0.60,-1.30,1.27,0.00,5.81,-103.80,-1.30,1.57,-1.08,0.00,-19.79,100.32,-1.10,-8.78,-88.06,1.60,81.48,-146.38,10.50,
16-41-59.154,0.00,0.00,0.00,4.06,97.22,0.60,-1.30,1.27,0.00,5.81,-103.80,-1.30,1.57,-1.08,0.00,-19.79,100.32,-1.10,-8.78,-88.06,1.60,81.48,-146.38,10.50,
