Time,P0, R0, Y0,P1, R1, Y1,P2, R2, Y2,P3, R3, Y3,P4, R4, Y4,P5, R5, Y5,P6, R6, Y6,P7, R7, Y7,
16-38-08.278,0.00,0.00,0.00,3.40,96.92,6.90,-0.52,1.04,1.20,6.12,-103.81,-6.00,1.63,-1.30,-2.10,-19.50,99.72,-7.80,-7.83,-87.51,3.90,78.81,-156.31,-2.20,
16-38-08.288,0.00,0.00,0.00,3.40,96.91,6.90,-0.52,1.04,1.20,6.13,-103.82,-5.90,1.63,-1.30,-2.10,-19.51,99.76,-7.80,-7.83,-87.52,3.90,78.81,-156.34,-2.20,
16-38-08.298,0.00,0.00,0.00,3.40,96.91,6.90,-0.51,1.04,1.20,6.09,-103.82,-5.90,1.63,-1.30,-2.10,-19.51,99.79,-7.80,-7.83,-87.53,3.90,78.81,-156.36,-2.20,
16-38-08.308,0.00,0.00,0.00,3.39,96.91,6.90,-0.51,1.04,1.20,6.09,-103.83,-5.90,1.63,-1.30,-2.10,-19.51,99.83,-7.80,-7.83,-87.55,3.90,78.79,-156.31,-2.10,
16-38-08.318,0.00,0.00,0.00,3.39,96.91,6.90,-0.51,1.04,1.20,6.10,-103.84,-5.90,1.62,-1.30,-2.10,-19.52,99.86,-7.80,-7.84,-87.56,3.90,78.79,-156.33,-2.10,
16-38-08.327,0.00,0.00,0.00,3.39,96.90,6.90,-0.51,1.04,1.20,6.10,-103.84,-5.80,1.62,-1.30,-2.10,-19.52,99.89,-7.80,-7.84,-87.57,3.90,78.79,-156.36,-2.10,
16-38-08.336,0.00,0.00,0.00,3.39,96.90,7.00,-0.50,1.04,1.20,6.10,-103.81,-5.80,1.62,-1.30,-2.10,-19.52,99.91,-7.80,-7.84,-87.57,3.90,78.79,-156.38,-2.10,
16-38-08.348,0.00,0.00,0.00,3.39,96.90,7.00,-0.50,1.04,1.20,6.11,-103.81,-5.80,1.62,-1.30,-2.10,-19.53,99.94,-7.80,-7.84,-87.57,3.90,78.79,-156.36,-2.10,
16-38-08.358,0.00,0.00,0.00,3.38,96.90,7.00,-0.50,1.04,1.20,6.11,-103.81,-5.80,1.62,-1.30,-2.10,-19.53,99.95,-7.80,-7.84,-87.59,3.90,78.79,-156.38,-2.10,
16-38-08.368,0.00,0.00,0.00,3.38,96.90,7.00,-0.50,1.04,1.20,6.12,-103.81,-5.80,1.62,-1.30,-2.10,-19.53,99.97,-7.80,-7.84,-87.59,3.90,78.79,-156.39,-2.10,
16-38-08.378,0.00,0.00,0.00,3.37,96.90,7.00,-0.50,1.04,1.20,6.11,-103.78,-5.70,1.62,-1.30,-2.10,-19.53,99.98,-7.80,-7.84,-87.59,4.00,78.79,-156.41,-2.10,
16-38-08.388,0.00,0.00,0.00,3.37,96.91,7.10,-0.50,1.04,1.20,6.11,-103.78,-5.70,1.62,-1.30,-2.10,-19.53,100.00,-7.80,-7.84,-87.59,4.00,78.77,-156.39,-2.00,
16-38-08.398,0.00,0.00,0.00,3.37,96.91,7.10,-0.50,1.04,1.20,6.11,-103.78,-5.70,1.62,-1.30,-2.10,-19.53,100.01,-7.80,-7.85,-87.60,4.00,78.77,-156.41,-2.00,
16-38-08.407,0.00,0.00,0.00,3.37,96.91,7.10,-0.50,1.04,1.20,6.12,-103.78,-5.70,1.62,-1.30,-2.10,-19.53,100.03,-7.80,-7.85,-87.60,4.00,78.77,-156.43,-2.00,
16-38-08.415,0.00,0.00,0.00,3.37,96.91,7.10,-0.49,1.04,1.20,6.11,-103.76,-5.70,1.62,-1.30,-2.10,-19.53,100.04,-7.80,-7.85,-87.60,4.00,78.77,-156.45,-2.00,
16-38-08.427,0.00,0.00,0.00,3.37,96.91,7.10,-0.49,1.04,1.20,6.11,-103.76,-5.70,1.62,-1.30,-2.10,-19.53,100.06,-7.80,-7.85,-87.60,4.00,78.73,-156.40,-2.00,
16-38-08.437,0.00,0.00,0.00,3.37,96.91,7.10,-0.49,1.04,1.20,6.12,-103.76,-5.70,1.62,-1.30,-2.10,-19.53,100.07,-7.80,-7.85,-87.63,4.00,78.73,-156.42,-2.00,
16-38-08.446,0.00,0.00,0.00,3.38,96.91,7.10,-0.49,1.04,1.20,6.12,-103.76,-5.60,1.62,-1.30,-2.10,-19.53,100.09,-7.80,-7.85,-87.63,4.00,78.73,-156.44,-2.00,
16-38-08.456,0.00,0.00,0.00,3.37,96.91,7.10,-0.48,1.03,1.20,6.12,-103.74,-5.60,1.62,-1.30,-2.10,-19.53,100.09,-7.80,-7.85,-87.65,4.00,78.73,-156.46,-2.00,
16-38-08.468,0.00,0.00,0.00,3.37,96.91,7.20,-0.48,1.03,1.20,6.12,-103.74,-5.60,1.62,-1.30,-2.10,-19.54,100.11,-7.80,-7.85,-87.66,4.00,78.68,-156.41,-1.90,
16-38-08.477,0.00,0.00,0.00,3.37,96.91,7.20,-0.48,1.03,1.20,6.12,-103.74,-5.60,1.62,-1.31,-2.10,-19.54,100.11,-7.80,-7.85,-87.68,4.00,78.68,-156.43,-1.90,
16-38-08.487,0.00,0.00,0.00,3.37,96.90,7.20,-0.48,1.03,1.20,6.13,-103.74,-5.60,1.62,-1.31,-2.10,-19.54,100.12,-7.80,-7.85,-87.68,4.00,78.68,-156.45,-1.90,
16-38-08.497,0.00,0.00,0.00,3.37,96.91,7.20,-0.47,1.03,1.20,6.11,-103.73,-5.60,1.62,-1.31,-2.10,-19.54,100.13,-7.80,-7.85,-87.68,4.00,78.68,-156.46,-1.90,
16-38-08.507,0.00,0.00,0.00,3.37,96.91,7.20,-0.47,1.03,1.20,6.11,-103.73,-5.60,1.62,-1.31,-2.10,-19.55,100.15,-7.80,-7.85,-87.68,4.00,78.67,-156.42,-1.80,
16-38-08.517,0.00,0.00,0.00,3.37,96.91,7.20,-0.47,1.03,1.20,6.11,-103.73,-5.60,1.62,-1.30,-2.10,-19.55,100.15,-7.80,-7.87,-87.70,4.00,78.67,-156.43,-1.80,
16-38-08.527,0.00,0.00,0.00,3.37,96.89,7.20,-0.47,1.03,1.20,6.11,-103.73,-5.60,1.62,-1.30,-2.10,-19.55,100.15,-7.80,-7.87,-87.70,4.00,78.67,-156.44,-1.80,
16-38-08.537,0.00,0.00,0.00,3.37,96.89,7.20,-0.47,1.03,1.20,6.10,-103.71,-5.60,1.62,-1.30,-2.10,-19.55,100.15,-7.80,-7.87,-87.70,4.00,78.67,-156.45,-1.80,
16-38-08.547,0.00,0.00,0.00,3.37,96.89,7.20,-0.47,1.03,1.20,6.10,-103.71,-5.60,1.62,-1.30,-2.10,-19.56,100.17,-7.80,-7.87,-87.70,4.00,78.66,-156.36,-1.80,
16-38-08.557,0.00,0.00,0.00,3.37,96.89,7.20,-0.47,1.03,1.20,6.11,-103.71,-5.60,1.62,-1.30,-2.10,-19.56,100.17,-7.80,-7.86,-87.72,4.00,78.66,-156.36,-1.80,
16-38-08.567,0.00,0.00,0.00,3.38,96.87,7.20,-0.47,1.03,1.20,6.11,-103.71,-5.50,1.62,-1.30,-2.10,-19.56,100.17,-7.80,-7.86,-87.72,4.00,78.66,-156.36,-1.80,
16-38-08.578,0.00,0.00,0.00,3.38,96.87,7.20,-0.46,1.02,1.20,6.10,-103.67,-5.50,1.62,-1.30,-2.10,-19.56,100.17,-7.80,-7.86,-87.72,4.00,78.66,-156.36,-1.80,
16-38-08.588,0.00,0.00,0.00,3.38,96.87,7.20,-0.46,1.02,1.20,6.10,-103.66,-5.50,1.62,-1.30,-2.10,-19.56,100.17,-7.80,-7.86,-87.72,4.00,78.65,-156.33,-1.70,
16-38-08.598,0.00,0.00,0.00,3.38,96.87,7.20,-0.46,1.02,1.20,6.10,-103.66,-5.50,1.63,-1.29,-2.10,-19.56,100.17,-7.80,-7.87,-87.73,4.00,78.65,-156.33,-1.70,
16-38-08.608,0.00,0.00,0.00,3.38,96.87,7.20,-0.46,1.02,1.20,6.10,-103.66,-5.50,1.63,-1.29,-2.10,-19.56,100.17,-7.80,-7.87,-87.73,4.00,78.65,-156.33,-1.70,
16-38-08.617,0.00,0.00,0.00,3.38,96.87,7.20,-0.46,1.02,1.20,6.08,-103.66,-5.50,1.63,-1.29,-2.10,-19.56,100.17,-7.80,-7.87,-87.73,4.00,78.65,-156.33,-1.70,
16-38-08.627,0.00,0.00,0.00,3.38,96.87,7.20,-0.46,1.02,1.20,6.09,-103.66,-5.50,1.63,-1.29,-2.10,-19.56,100.17,-7.80,-7.87,-87.73,4.00,78.63,-156.28,-1.70,
16-38-08.637,0.00,0.00,0.00,3.38,96.87,7.20,-0.46,1.02,1.20,6.09,-103.66,-5.50,1.63,-1.30,-2.10,-19.56,100.17,-7.80,-7.86,-87.75,4.00,78.63,-156.28,-1.70,
16-38-08.647,0.00,0.00,0.00,3.39,96.87,7.20,-0.46,1.02,1.20,6.09,-103.66,-5.50,1.63,-1.30,-2.10,-19.56,100.17,-7.80,-7.86,-87.75,4.00,78.63,-156.28,-1.70,
16-38-08.657,0.00,0.00,0.00,3.39,96.87,7.20,-0.45,1.02,1.20,6.07,-103.66,-5.50,1.63,-1.30,-2.10,-19.56,100.17,-7.80,-7.86,-87.75,4.00,78.63,-156.27,-1.70,
16-38-08.667,0.00,0.00,0.00,3.39,96.87,7.20,-0.45,1.02,1.20,6.07,-103.66,-5.50,1.63,-1.30,-2.10,-19.57,100.18,-7.80,-7.86,-87.75,4.00,78.60,-156.23,-1.60,
16-38-08.677,0.00,0.00,0.00,3.39,96.87,7.20,-0.45,1.02,1.20,6.07,-103.66,-5.50,1.63,-1.30,-2.10,-19.57,100.18,-7.80,-7.86,-87.76,4.00,78.60,-156.23,-1.60,
16-38-08.687,0.00,0.00,0.00,3.40,96.87,7.20,-0.45,1.02,1.20,6.07,-103.66,-5.50,1.63,-1.30,-2.10,-19.57,100.18,-7.80,-7.86,-87.76,4.00,78.60,-156.23,-1.60,
16-38-08.696,0.00,0.00,0.00,3.40,96.87,7.20,-0.44,1.02,1.20,6.06,-103.65,-5.50,1.63,-1.30,-2.10,-19.57,100.18,-7.80,-7.86,-87.76,4.00,78.60,-156.23,-1.60,
16-38-08.707,0.00,0.00,0.00,3.40,96.87,7.20,-0.44,1.02,1.20,6.06,-103.65,-5.50,1.63,-1.30,-2.10,-19.58,100.20,-7.80,-7.86,-87.76,4.00,78.59,-156.22,-1.60,
16-38-08.717,0.00,0.00,0.00,3.40,96.87,7.20,-0.44,1.02,1.20,6.06,-103.65,-5.50,1.63,-1.29,-2.10,-19.58,100.20,-7.80,-7.86,-87.78,4.00,78.59,-156.22,-1.60,
16-38-08.726,0.00,0.00,0.00,3.40,96.87,7.20,-0.44,1.02,1.20,6.06,-103.65,-5.50,1.63,-1.29,-2.10,-19.58,100.20,-7.80,-7.86,-87.78,4.00,78.59,-156.22,-1.60,
16-38-08.737,0.00,0.00,0.00,3.40,96.87,7.20,-0.44,1.02,1.20,6.05,-103.62,-5.50,1.63,-1.29,-2.10,-19.58,100.20,-7.80,-7.86,-87.78,4.00,78.59,-156.22,-1.60,
16-38-08.746,0.00,0.00,0.00,3.40,96.87,7.20,-0.44,1.02,1.20,6.05,-103.62,-5.50,1.63,-1.29,-2.10,-19.59,100.21,-7.80,-7.86,-87.78,4.00,78.59,-156.17,-1.60,
16-38-08.758,0.00,0.00,0.00,3.40,96.87,7.20,-0.44,1.02,1.20,6.05,-103.62,-5.50,1.62,-1.28,-2.10,-19.59,100.21,-7.80,-7.86,-87.82,4.00,78.59,-156.17,-1.60,
16-38-08.768,0.00,0.00,0.00,3.40,96.87,7.20,-0.44,1.02,1.20,6.05,-103.62,-5.50,1.62,-1.28,-2.10,-19.59,100.21,-7.80,-7.86,-87.82,4.00,78.59,-156.17,-1.60,
16-38-08.778,0.00,0.00,0.00,3.40,96.85,7.20,-0.43,1.02,1.20,6.04,-103.61,-5.50,1.62,-1.28,-2.10,-19.59,100.21,-7.80,-7.86,-87.82,4.00,78.59,-156.17,-1.60,
16-38-08.788,0.00,0.00,0.00,3.40,96.85,7.20,-0.43,1.02,1.20,6.04,-103.61,-5.50,1.62,-1.28,-2.10,-19.60,100.24,-7.80,-7.86,-87.82,4.00,78.57,-156.14,-1.60,
16-38-08.798,0.00,0.00,0.00,3.40,96.85,7.20,-0.43,1.02,1.20,6.04,-103.61,-5.50,1.62,-1.28,-2.10,-19.60,100.24,-7.80,-7.86,-87.85,4.00,78.57,-156.14,-1.60,
16-38-08.808,0.00,0.00,0.00,3.40,96.85,7.20,-0.43,1.02,1.20,6.04,-103.61,-5.50,1.62,-1.28,-2.10,-19.60,100.24,-7.80,-7.86,-87.85,4.00,78.57,-156.14,-1.60,
16-38-08.818,0.00,0.00,0.00,3.40,96.83,7.20,-0.43,1.01,1.20,6.02,-103.59,-5.50,1.62,-1.28,-2.10,-19.60,100.24,-7.80,-7.86,-87.85,4.00,78.57,-156.14,-1.60,
16-38-08.828,0.00,0.00,0.00,3.40,96.83,7.20,-0.43,1.01,1.20,6.02,-103.59,-5.50,1.62,-1.28,-2.10,-19.62,100.25,-7.80,-7.86,-87.85,4.00,78.57,-156.12,-1.50,
16-38-08.838,0.00,0.00,0.00,3.40,96.83,7.20,-0.43,1.01,1.20,6.02,-103.59,-5.50,1.62,-1.27,-2.10,-19.62,100.25,-7.80,-7.86,-87.86,4.00,78.57,-156.12,-1.50,
16-38-08.848,0.00,0.00,0.00,3.40,96.83,7.20,-0.43,1.01,1.20,6.02,-103.59,-5.50,1.62,-1.27,-2.10,-19.62,100.25,-7.80,-7.86,-87.86,4.00,78.57,-156.12,-1.50,
16-38-08.857,0.00,0.00,0.00,3.40,96.81,7.20,-0.42,1.01,1.20,6.00,-103.57,-5.50,1.62,-1.27,-2.10,-19.62,100.25,-7.80,-7.86,-87.86,4.00,78.57,-156.12,-1.50,
16-38-08.867,0.00,0.00,0.00,3.40,96.81,7.20,-0.42,1.01,1.20,6.00,-103.57,-5.50,1.62,-1.27,-2.10,-19.62,100.27,-7.80,-7.86,-87.86,4.00,78.57,-156.08,-1.50,
16-38-08.877,0.00,0.00,0.00,3.40,96.81,7.20,-0.42,1.01,1.20,6.00,-103.57,-5.50,1.62,-1.28,-2.10,-19.62,100.27,-7.80,-7.85,-87.88,4.00,78.57,-156.07,-1.50,
16-38-08.887,0.00,0.00,0.00,3.40,96.81,7.20,-0.42,1.01,1.20,6.00,-103.57,-5.50,1.62,-1.28,-2.10,-19.62,100.27,-7.80,-7.85,-87.88,4.00,78.57,-156.06,-1.50,
16-38-08.897,0.00,0.00,0.00,3.40,96.80,7.20,-0.42,1.01,1.20,5.99,-103.55,-5.50,1.62,-1.28,-2.10,-19.62,100.27,-7.80,-7.85,-87.88,4.00,78.57,-156.06,-1.50,
16-38-08.906,0.00,0.00,0.00,3.40,96.80,7.20,-0.42,1.01,1.20,5.99,-103.55,-5.50,1.62,-1.28,-2.10,-19.64,100.28,-7.80,-7.85,-87.88,4.00,78.56,-155.98,-1.40,
16-38-08.918,0.00,0.00,0.00,3.40,96.80,7.20,-0.42,1.01,1.20,5.99,-103.55,-5.50,1.62,-1.28,-2.10,-19.64,100.27,-7.80,-7.86,-87.90,4.00,78.56,-155.97,-1.40,
16-38-08.928,0.00,0.00,0.00,3.40,96.80,7.20,-0.42,1.01,1.20,5.99,-103.55,-5.50,1.62,-1.28,-2.10,-19.64,100.27,-7.80,-7.86,-87.90,4.00,78.56,-155.96,-1.40,
16-38-08.938,0.00,0.00,0.00,3.40,96.80,7.20,-0.41,1.01,1.20,5.98,-103.55,-5.50,1.62,-1.28,-2.10,-19.64,100.26,-7.80,-7.86,-87.90,4.00,78.56,-155.96,-1.40,
16-38-08.948,0.00,0.00,0.00,3.40,96.80,7.20,-0.41,1.01,1.20,5.98,-103.55,-5.50,1.62,-1.28,-2.10,-19.64,100.26,-7.80,-7.86,-87.90,4.00,78.56,-155.91,-1.40,
16-38-08.958,0.00,0.00,0.00,3.40,96.80,7.20,-0.41,1.01,1.20,5.98,-103.55,-5.50,1.63,-1.28,-2.10,-19.64,100.26,-7.80,-7.85,-87.91,4.00,78.56,-155.91,-1.40,
16-38-08.968,0.00,0.00,0.00,3.40,96.80,7.20,-0.41,1.01,1.20,5.97,-103.55,-5.50,1.63,-1.28,-2.10,-19.64,100.26,-7.80,-7.85,-87.91,4.00,78.56,-155.91,-1.40,
16-38-08.977,0.00,0.00,0.00,3.40,96.79,7.20,-0.41,1.01,1.20,5.97,-103.54,-5.50,1.63,-1.28,-2.10,-19.64,100.26,-7.80,-7.85,-87.91,4.00,78.56,-155.91,-1.40,
16-38-08.987,0.00,0.00,0.00,3.40,96.79,7.20,-0.41,1.01,1.20,5.97,-103.54,-5.50,1.63,-1.28,-2.10,-19.65,100.26,-7.80,-7.85,-87.91,4.00,78.55,-155.90,-1.40,
16-38-08.997,0.00,0.00,0.00,3.40,96.79,7.20,-0.41,1.01,1.20,5.97,-103.54,-5.50,1.63,-1.28,-2.10,-19.65,100.26,-7.80,-7.84,-87.92,4.00,78.55,-155.90,-1.40,
16-38-09.006,0.00,0.00,0.00,3.40,96.79,7.20,-0.41,1.01,1.20,5.96,-103.54,-5.60,1.63,-1.28,-2.10,-19.65,100.26,-7.80,-7.84,-87.92,4.00,78.55,-155.90,-1.40,
16-38-09.017,0.00,0.00,0.00,3.41,96.79,7.20,-0.41,1.01,1.20,5.96,-103.55,-5.60,1.63,-1.28,-2.10,-19.65,100.26,-7.80,-7.84,-87.92,4.00,78.55,-155.90,-1.40,
16-38-09.027,0.00,0.00,0.00,3.41,96.79,7.20,-0.41,1.01,1.20,5.96,-103.55,-5.60,1.63,-1.28,-2.10,-19.67,100.27,-7.80,-7.84,-87.92,4.00,78.53,-155.90,-1.40,
16-38-09.036,0.00,0.00,0.00,3.41,96.79,7.20,-0.41,1.01,1.20,5.96,-103.55,-5.60,1.64,-1.27,-2.10,-19.67,100.27,-7.80,-7.84,-87.93,4.00,78.53,-155.90,-1.40,
16-38-09.047,0.00,0.00,0.00,3.41,96.79,7.20,-0.41,1.01,1.20,5.96,-103.55,-5.60,1.64,-1.27,-2.10,-19.67,100.27,-7.90,-7.84,-87.93,4.00,78.53,-155.90,-1.40,
16-38-09.057,0.00,0.00,0.00,3.41,96.78,7.20,-0.40,1.01,1.20,5.95,-103.55,-5.60,1.64,-1.27,-2.10,-19.68,100.27,-7.90,-7.84,-87.93,4.00,78.53,-155.90,-1.40,
16-38-09.066,0.00,0.00,0.00,3.41,96.78,7.20,-0.40,1.01,1.20,5.95,-103.55,-5.60,1.64,-1.27,-2.10,-19.69,100.28,-7.90,-7.84,-87.93,4.00,78.54,-155.88,-1.40,
16-38-09.077,0.00,0.00,0.00,3.41,96.78,7.20,-0.40,1.01,1.20,5.94,-103.55,-5.60,1.64,-1.26,-2.10,-19.69,100.26,-7.90,-7.82,-87.94,4.00,78.54,-155.88,-1.40,
16-38-09.087,0.00,0.00,0.00,3.41,96.78,7.20,-0.40,1.01,1.20,5.94,-103.55,-5.60,1.64,-1.26,-2.10,-19.69,100.26,-7.90,-7.82,-87.94,4.00,78.54,-155.88,-1.40,
16-38-09.097,0.00,0.00,0.00,3.42,96.77,7.20,-0.40,1.01,1.20,5.93,-103.54,-5.60,1.64,-1.26,-2.10,-19.69,100.25,-7.90,-7.82,-87.94,4.00,78.54,-155.88,-1.40,
16-38-09.107,0.00,0.00,0.00,3.42,96.77,7.20,-0.40,1.01,1.20,5.93,-103.54,-5.60,1.64,-1.26,-2.10,-19.71,100.26,-7.90,-7.82,-87.94,4.00,78.55,-155.85,-1.30,
16-38-09.117,0.00,0.00,0.00,3.42,96.77,7.20,-0.40,1.01,1.20,5.93,-103.54,-5.60,1.64,-1.26,-2.10,-19.71,100.26,-7.90,-7.81,-87.95,4.00,78.55,-155.85,-1.30,
16-38-09.127,0.00,0.00,0.00,3.42,96.77,7.20,-0.40,1.01,1.20,5.93,-103.54,-5.60,1.64,-1.26,-2.10,-19.71,100.26,-7.90,-7.81,-87.95,4.00,78.55,-155.85,-1.30,
16-38-09.137,0.00,0.00,0.00,3.43,96.76,7.20,-0.39,1.01,1.20,5.92,-103.53,-5.60,1.64,-1.26,-2.10,-19.71,100.26,-7.90,-7.81,-87.95,4.00,78.55,-155.85,-1.30,
16-38-09.147,0.00,0.00,0.00,3.43,96.76,7.20,-0.39,1.01,1.20,5.92,-103.53,-5.60,1.64,-1.26,-2.10,-19.72,100.26,-7.90,-7.81,-87.95,4.00,78.56,-155.83,-1.30,
16-38-09.157,0.00,0.00,0.00,3.43,96.76,7.20,-0.39,1.01,1.20,5.92,-103.53,-5.60,1.63,-1.26,-2.10,-19.72,100.25,-7.90,-7.81,-87.95,4.00,78.56,-155.83,-1.30,
16-38-09.167,0.00,0.00,0.00,3.43,96.76,7.20,-0.39,1.01,1.20,5.92,-103.53,-5.60,1.63,-1.26,-2.10,-19.72,100.25,-7.90,-7.81,-87.95,4.00,78.56,-155.83,-1.30,
16-38-09.177,0.00,0.00,0.00,3.43,96.76,7.20,-0.39,1.01,1.20,5.91,-103.53,-5.60,1.63,-1.26,-2.10,-19.72,100.24,-7.90,-7.81,-87.95,4.00,78.56,-155.83,-1.30,
16-38-09.187,0.00,0.00,0.00,3.43,96.76,7.20,-0.39,1.01,1.20,5.91,-103.54,-5.60,1.63,-1.26,-2.10,-19.72,100.24,-7.90,-7.81,-87.95,4.00,78.56,-155.85,-1.30,
16-38-09.196,0.00,0.00,0.00,3.43,96.76,7.20,-0.39,1.01,1.20,5.91,-103.54,-5.60,1.64,-1.26,-2.10,-19.72,100.24,-7.90,-7.79,-87.95,4.00,78.56,-155.85,-1.30,
16-38-09.206,0.00,0.00,0.00,3.43,96.76,7.20,-0.39,1.01,1.20,5.91,-103.54,-5.60,1.64,-1.26,-2.10,-19.72,100.24,-7.90,-7.79,-87.95,4.00,78.56,-155.85,-1.30,
16-38-09.218,0.00,0.00,0.00,3.44,96.76,7.20,-0.39,1.01,1.20,5.91,-103.54,-5.60,1.64,-1.26,-2.10,-19.72,100.24,-7.90,-7.79,-87.95,4.00,78.56,-155.85,-1.30,
16-38-09.228,0.00,0.00,0.00,3.44,96.76,7.20,-0.39,1.01,1.20,5.91,-103.55,-5.60,1.64,-1.26,-2.10,-19.74,100.23,-7.90,-7.79,-87.95,4.00,78.56,-155.81,-1.30,
16-38-09.238,0.00,0.00,0.00,3.44,96.76,7.20,-0.39,1.01,1.20,5.91,-103.55,-5.60,1.65,-1.26,-2.10,-19.74,100.23,-7.90,-7.78,-87.95,4.00,78.56,-155.81,-1.30,
16-38-09.247,0.00,0.00,0.00,3.44,96.76,7.20,-0.39,1.01,1.20,5.91,-103.55,-5.60,1.65,-1.26,-2.10,-19.74,100.23,-7.90,-7.78,-87.95,4.00,78.56,-155.81,-1.30,
16-38-09.257,0.00,0.00,0.00,3.45,96.76,7.20,-0.38,1.01,1.20,5.89,-103.56,-5.60,1.65,-1.26,-2.10,-19.74,100.23,-7.90,-7.78,-87.95,4.00,78.56,-155.81,-1.30,
16-38-09.266,0.00,0.00,0.00,3.45,96.76,7.20,-0.38,1.01,1.20,5.89,-103.56,-5.60,1.65,-1.26,-2.10,-19.75,100.23,-7.90,-7.78,-87.95,4.00,78.57,-155.77,-1.30,
16-38-09.277,0.00,0.00,0.00,3.45,96.76,7.20,-0.38,1.01,1.20,5.89,-103.56,-5.60,1.65,-1.25,-2.10,-19.75,100.23,-7.90,-7.77,-87.95,4.00,78.57,-155.77,-1.30,
16-38-09.286,0.00,0.00,0.00,3.45,96.76,7.20,-0.38,1.01,1.20,5.89,-103.56,-5.60,1.65,-1.25,-2.10,-19.75,100.23,-7.90,-7.77,-87.95,4.00,78.57,-155.77,-1.30,
16-38-09.297,0.00,0.00,0.00,3.45,96.76,7.20,-0.38,1.01,1.20,5.90,-103.56,-5.60,1.65,-1.25,-2.10,-19.75,100.23,-7.90,-7.77,-87.95,4.00,78.57,-155.77,-1.30,
16-38-09.307,0.00,0.00,0.00,3.45,96.75,7.20,-0.38,1.01,1.20,5.90,-103.56,-5.60,1.65,-1.25,-2.10,-19.76,100.23,-7.90,-7.77,-87.95,4.00,78.57,-155.80,-1.30,
16-38-09.317,0.00,0.00,0.00,3.45,96.75,7.20,-0.38,1.01,1.20,5.90,-103.56,-5.60,1.64,-1.26,-2.10,-19.76,100.23,-7.90,-7.76,-87.96,4.00,78.57,-155.82,-1.30,
16-38-09.327,0.00,0.00,0.00,3.45,96.75,7.20,-0.38,1.01,1.20,5.90,-103.56,-5.60,1.64,-1.26,-2.10,-19.76,100.23,-7.90,-7.76,-87.96,4.00,78.57,-155.83,-1.30,
16-38-09.337,0.00,0.00,0.00,3.45,96.75,7.20,-0.38,1.01,1.20,5.89,-103.56,-5.60,1.64,-1.26,-2.10,-19.76,100.23,-7.90,-7.76,-87.96,4.00,78.57,-155.89,-1.30,
16-38-09.347,0.00,0.00,0.00,3.45,96.75,7.20,-0.38,1.01,1.20,5.89,-103.56,-5.60,1.64,-1.26,-2.10,-19.78,100.23,-7.90,-7.76,-87.96,4.00,78.57,-155.92,-1.30,
16-38-09.357,0.00,0.00,0.00,3.45,96.75,7.20,-0.38,1.01,1.20,5.89,-103.56,-5.60,1.65,-1.26,-2.10,-19.78,100.23,-7.90,-7.76,-87.96,4.00,78.57,-155.99,-1.40,
